; UNITS:,  PgC year-1,  PgC year-1,  PgC year-1,  PgC year-1,  Tg year-1,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppb,  Tg CH4 year-1,  ppm,  Tg CO year-1,  W m-2,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppb,  Tg N year-1,  Tg year-1,  Tg NMVOC year-1,  Tg N year-1,  Tg year-1,  ppt,  ppt,  Gg S year-1,  W m-2,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt
Date,ffi_emissions,luc_emissions,daccs_uptake,luc_uptake,BC_emissions,C2F6_constrain,C2F6_emissions,CCl4_constrain,CCl4_emissions,CF4_constrain,CF4_emissions,CFC113_constrain,CFC113_emissions,CFC114_constrain,CFC114_emissions,CFC115_constrain,CFC115_emissions,CFC11_constrain,CFC11_emissions,CFC12_constrain,CFC12_emissions,CH3Br_constrain,CH3Br_emissions,CH3CCl3_emissions,CH3Cl_constrain,CH3Cl_emissions,CH4_constrain,CH4_emissions,CO2_constrain,CO_emissions,Ftalbedo,HCFC141b_constrain,HCFC141b_emissions,HCFC142b_constrain,HCFC142b_emissions,HCFC22_constrain,HCFC22_emissions,HFC125_constrain,HFC125_emissions,HFC134a_constrain,HFC134a_emissions,HFC143a_constrain,HFC143a_emissions,HFC227ea_constrain,HFC227ea_emissions,HFC23_constrain,HFC23_emissions,HFC245_constrain,HFC245fa_emissions,HFC32_constrain,HFC32_emissions,HFC365_constrain,HFC365_emissions,HFC4310_constrain,HFC4310_emissions,N2O_constrain,N2O_emissions,NH3_emissions,NMVOC_emissions,NOX_emissions,OC_emissions,SF6_constrain,SF6_emissions,SO2_emissions,SV,halon1211_constrain,halon1211_emissions,halon1301_constrain,halon1301_emissions,halon2402_constrain,halon2402_emissions
1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,284.3169987996419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1851,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,287.1601687876383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1852,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,290.0317704755147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1853,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,292.9320881802699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1854,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,295.86140906207254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1855,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,298.82002315269335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1856,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,301.80822338422024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1857,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,304.8263056180624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1858,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,307.87456867424305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1859,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,310.9533143609855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1860,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,314.0628475045953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1861,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,317.20347597964127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1862,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,320.3755107394377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1863,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,323.5792658468321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1864,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,326.81505850530044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1865,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,330.0832090903534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1866,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,333.384041181257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1867,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,336.71788159306954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1868,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,340.0850604090002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1869,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,343.48591101309023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1870,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,346.92077012322113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1871,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,350.3899778244534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1872,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,353.8938776026979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1873,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,357.43281637872485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1874,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,361.00714454251215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1875,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,364.61721598793724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1876,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,368.26338814781667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1877,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,371.94602202929485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1878,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,375.66548224958774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1879,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,379.4221370720837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1880,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,383.2163584428045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1881,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,387.04852202723254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1882,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,390.91900724750485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
1883,0,0,0,0,0,6.443910708734771e-7,0,0.012500214468066892,0,17.024999618530273,0,0,0,0,0,0,0,0,0,0,0,2.649998903274536,0,0,228.50000127156576,0,808.249028523763,0,394.8281973199799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9764519265663694e-6,0,0,0,0,0,1.0919444745619937e-4,0,0,0,0,0,273.02104695638013,0,0,0,0,0,0,0,0,0,0.002223286273268362,0,0,0,0,0
