; UNITS:,  PgC year-1,  PgC year-1,  W m-2,  Gg S year-1,  W m-2,  Tg CH4 year-1,  ppb,  Tg N year-1,  Tg CO year-1,  Tg NMVOC year-1,  Tg N year-1,  ppb,  Tg year-1,  Tg year-1,  Tg year-1,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppm,
Date,BC_emissions,C2F6_constrain,C2F6_emissions,CCl4_constrain,CCl4_emissions,CF4_constrain,CF4_emissions,CFC113_constrain,CFC113_emissions,CFC114_constrain,CFC114_emissions,CFC115_constrain,CFC115_emissions,CFC11_constrain,CFC11_emissions,CFC12_constrain,CFC12_emissions,CH3Br_constrain,CH3Br_emissions,CH3CCl3_emissions,CH3Cl_constrain,CH3Cl_emissions,CH4_constrain,CH4_emissions,CO2_constrain,CO_emissions,Ftalbedo,HCFC141b_constrain,HCFC141b_emissions,HCFC142b_constrain,HCFC142b_emissions,HCFC22_constrain,HCFC22_emissions,HFC125_constrain,HFC125_emissions,HFC134a_constrain,HFC134a_emissions,HFC143a_constrain,HFC143a_emissions,HFC227ea_constrain,HFC227ea_emissions,HFC23_constrain,HFC23_emissions,HFC245_constrain,HFC245fa_emissions,HFC32_constrain,HFC32_emissions,HFC365_constrain,HFC365_emissions,HFC4310_constrain,HFC4310_emissions,N2O_constrain,N2O_emissions,NH3_emissions,NMVOC_emissions,NOX_emissions,OC_emissions,SF6_constrain,SF6_emissions,SO2_emissions,SV,ffi_emissions,halon1211_constrain,halon1211_emissions,halon1301_constrain,halon1301_emissions,halon2402_constrain,halon2402_emissions,luc_emissions,daccs_uptake
1894,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,440.4973221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1895,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,444.9022953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1896,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,449.3513183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1897,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,453.8448315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1898,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,458.3832798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1899,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,462.9671126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1900,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,467.5967837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1901,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,472.2727516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1902,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,476.9954791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1903,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,481.7654339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1904,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,486.5830882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1905,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,491.4489191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1906,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,496.3634083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1907,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,501.3270424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1908,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,506.3403128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1909,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,511.4037159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1910,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,516.5177531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1911,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,521.6829306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1912,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,526.8997599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1913,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,532.1687575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1914,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,537.4904451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1915,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,542.8653495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1916,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,548.294003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1917,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,553.7769431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1918,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,559.3147125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1919,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,564.9078596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1920,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,570.5569382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1921,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,576.2625076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1922,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,582.0251327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1923,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,587.845384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1924,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,593.7238378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1925,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,599.6610762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1926,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,605.657687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1927,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,611.7142638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1928,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,617.8314065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1929,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,624.0097205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1930,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,630.2498177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1931,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,636.5523159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1932,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,642.9178391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1933,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,649.3470175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1934,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,655.8404876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1935,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,662.3988925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1936,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,669.0228815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1937,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,675.7131103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1938,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,682.4702414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1939,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,689.2949438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1940,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,696.1878932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1941,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,703.1497722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1942,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,710.1812699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1943,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,717.2830826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1944,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,724.4559134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1945,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,731.7004725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1946,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,739.0174773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1947,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,746.407652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1948,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,753.8717285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1949,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,761.4104458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1950,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,769.0245503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1951,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,776.7147958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1952,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,784.4819438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1953,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,792.3267632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1954,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,800.2500308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1955,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,808.2525311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1956,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,816.3350564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1957,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,824.498407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1958,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,832.7433911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1959,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,841.070825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1960,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,849.4815332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1961,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,857.9763486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
