; UNITS:,  PgC year-1,  PgC year-1,  W m-2,  Gg S year-1,  W m-2,  Tg CH4 year-1,  ppb,  Tg N year-1,  Tg CO year-1,  Tg NMVOC year-1,  Tg N year-1,  ppb,  Tg year-1,  Tg year-1,  Tg year-1,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppm,
Date,BC_emissions,C2F6_constrain,C2F6_emissions,CCl4_constrain,CCl4_emissions,CF4_constrain,CF4_emissions,CFC113_constrain,CFC113_emissions,CFC114_constrain,CFC114_emissions,CFC115_constrain,CFC115_emissions,CFC11_constrain,CFC11_emissions,CFC12_constrain,CFC12_emissions,CH3Br_constrain,CH3Br_emissions,CH3CCl3_emissions,CH3Cl_constrain,CH3Cl_emissions,CH4_constrain,CH4_emissions,CO2_constrain,CO_emissions,Ftalbedo,HCFC141b_constrain,HCFC141b_emissions,HCFC142b_constrain,HCFC142b_emissions,HCFC22_constrain,HCFC22_emissions,HFC125_constrain,HFC125_emissions,HFC134a_constrain,HFC134a_emissions,HFC143a_constrain,HFC143a_emissions,HFC227ea_constrain,HFC227ea_emissions,HFC23_constrain,HFC23_emissions,HFC245_constrain,HFC245fa_emissions,HFC32_constrain,HFC32_emissions,HFC365_constrain,HFC365_emissions,HFC4310_constrain,HFC4310_emissions,N2O_constrain,N2O_emissions,NH3_emissions,NMVOC_emissions,NOX_emissions,OC_emissions,SF6_constrain,SF6_emissions,SO2_emissions,SV,ffi_emissions,halon1211_constrain,halon1211_emissions,halon1301_constrain,halon1301_emissions,halon2402_constrain,halon2402_emissions,luc_emissions,daccs_uptake
1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,284.3169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1851,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,287.1601688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1852,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,290.0317705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1853,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,292.9320882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1854,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,295.8614091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1855,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,298.8200232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1856,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,301.8082234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1857,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,304.8263056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1858,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,307.8745687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1859,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,310.9533144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1860,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,314.0628475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1861,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,317.203476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1862,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,320.3755107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1863,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,323.5792658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1864,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,326.8150585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1865,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,330.0832091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1866,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,333.3840412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1867,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,336.7178816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1868,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,340.0850604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1869,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,343.485911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1870,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,346.9207701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1871,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,350.3899778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1872,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,353.8938776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1873,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,357.4328164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1874,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,361.0071445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1875,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,364.617216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1876,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,368.2633881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1877,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,371.946022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1878,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,375.6654822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1879,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,379.4221371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1880,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,383.2163584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1881,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,387.048522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1882,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,390.9190072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1883,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,394.8281973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1884,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,398.7764793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1885,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,402.7642441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1886,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,406.7918865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1887,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,410.8598054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1888,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,414.9684034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1889,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,419.1180875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1890,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,423.3092684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1891,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,427.542361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1892,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,431.8177846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
1893,0,6.44E-07,0,0.012500214,0,17.02499962,0,0,0,0,0,0,0,0,0,0,0,2.649998903,0,0,228.5000013,0,808.2490285,0,436.1359625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0,0,0,1.09E-04,0,0,0,0,0,273.021047,0,0,0,0,0,0,0,0,0,0,0.002223286,0,0,0,0,0,0,0
