"scenario","year","variable","value","units","unit"
"abrupt-4xCO2",1980,"hfds",26.5083618667446,"W/m2","ZJ year-1"
"abrupt-4xCO2",1981,"hfds",26.4164155731195,"W/m2","ZJ year-1"
"abrupt-4xCO2",1982,"hfds",26.3254318805198,"W/m2","ZJ year-1"
"abrupt-4xCO2",1983,"hfds",26.2353939310316,"W/m2","ZJ year-1"
"abrupt-4xCO2",1984,"hfds",26.1462852807229,"W/m2","ZJ year-1"
"abrupt-4xCO2",1985,"hfds",26.0580898865552,"W/m2","ZJ year-1"
"abrupt-4xCO2",1986,"hfds",25.9707920938138,"W/m2","ZJ year-1"
"abrupt-4xCO2",1987,"hfds",25.8843766240148,"W/m2","ZJ year-1"
"abrupt-4xCO2",1988,"hfds",25.7988285632698,"W/m2","ZJ year-1"
"abrupt-4xCO2",1989,"hfds",25.7141333510887,"W/m2","ZJ year-1"
"abrupt-4xCO2",1990,"hfds",25.6302767696028,"W/m2","ZJ year-1"
"abrupt-4xCO2",1991,"hfds",25.547244933192,"W/m2","ZJ year-1"
"abrupt-4xCO2",1992,"hfds",25.4650242784895,"W/m2","ZJ year-1"
"abrupt-4xCO2",1993,"hfds",25.3836015547571,"W/m2","ZJ year-1"
"abrupt-4xCO2",1994,"hfds",25.3029638146109,"W/m2","ZJ year-1"
"abrupt-4xCO2",1995,"hfds",25.2230984050798,"W/m2","ZJ year-1"
"abrupt-4xCO2",1996,"hfds",25.1439929589863,"W/m2","ZJ year-1"
"abrupt-4xCO2",1997,"hfds",25.0656353866355,"W/m2","ZJ year-1"
"abrupt-4xCO2",1998,"hfds",24.9880138678031,"W/m2","ZJ year-1"
"abrupt-4xCO2",1999,"hfds",24.9111168439968,"W/m2","ZJ year-1"
"abrupt-4xCO2",2000,"hfds",24.8349330109885,"W/m2","ZJ year-1"
"abrupt-4xCO2",2001,"hfds",24.7594513116192,"W/m2","ZJ year-1"
"abrupt-4xCO2",2002,"hfds",24.6846609288379,"W/m2","ZJ year-1"
"abrupt-4xCO2",2003,"hfds",24.6105512789834,"W/m2","ZJ year-1"
"abrupt-4xCO2",2004,"hfds",24.5371120053021,"W/m2","ZJ year-1"
"abrupt-4xCO2",2005,"hfds",24.4643329716708,"W/m2","ZJ year-1"
"abrupt-4xCO2",2006,"hfds",24.3922042565449,"W/m2","ZJ year-1"
"abrupt-4xCO2",2007,"hfds",24.320716147103,"W/m2","ZJ year-1"
"abrupt-4xCO2",2008,"hfds",24.2498591335822,"W/m2","ZJ year-1"
"abrupt-4xCO2",2009,"hfds",24.17962390381,"W/m2","ZJ year-1"
"abrupt-4xCO2",2010,"hfds",24.1100013379087,"W/m2","ZJ year-1"
"abrupt-4xCO2",2011,"hfds",24.0409825031669,"W/m2","ZJ year-1"
"abrupt-4xCO2",2012,"hfds",23.9725586490939,"W/m2","ZJ year-1"
"abrupt-4xCO2",2013,"hfds",23.9047212026186,"W/m2","ZJ year-1"
"abrupt-4xCO2",2014,"hfds",23.8374617634465,"W/m2","ZJ year-1"
"abrupt-4xCO2",2015,"hfds",23.7707720995673,"W/m2","ZJ year-1"
"abrupt-4xCO2",2016,"hfds",23.7046441429013,"W/m2","ZJ year-1"
"abrupt-4xCO2",2017,"hfds",23.6390699850886,"W/m2","ZJ year-1"
"abrupt-4xCO2",2018,"hfds",23.5740418733969,"W/m2","ZJ year-1"
"abrupt-4xCO2",2019,"hfds",23.5095522067683,"W/m2","ZJ year-1"
"abrupt-4xCO2",2020,"hfds",23.4455935319879,"W/m2","ZJ year-1"
"abrupt-4xCO2",2021,"hfds",23.382158539965,"W/m2","ZJ year-1"
"abrupt-4xCO2",2022,"hfds",23.3192400621314,"W/m2","ZJ year-1"
"abrupt-4xCO2",2023,"hfds",23.2568310669419,"W/m2","ZJ year-1"
"abrupt-4xCO2",2024,"hfds",23.1949246564961,"W/m2","ZJ year-1"
"abrupt-4xCO2",2025,"hfds",23.1335140632436,"W/m2","ZJ year-1"
"abrupt-4xCO2",2026,"hfds",23.0725926467971,"W/m2","ZJ year-1"
"abrupt-4xCO2",2027,"hfds",23.0121538908487,"W/m2","ZJ year-1"
"abrupt-4xCO2",2028,"hfds",22.952191400154,"W/m2","ZJ year-1"
"abrupt-4xCO2",2029,"hfds",22.8926988976263,"W/m2","ZJ year-1"
"abrupt-4xCO2",2030,"hfds",22.8336702215086,"W/m2","ZJ year-1"
"abrupt-4xCO2",2031,"hfds",22.7750993226206,"W/m2","ZJ year-1"
"abrupt-4xCO2",2032,"hfds",22.7169802617001,"W/m2","ZJ year-1"
"abrupt-4xCO2",2033,"hfds",22.6593072068084,"W/m2","ZJ year-1"
"abrupt-4xCO2",2034,"hfds",22.6020744308156,"W/m2","ZJ year-1"
"abrupt-4xCO2",2035,"hfds",22.545276308952,"W/m2","ZJ year-1"
"abrupt-4xCO2",2036,"hfds",22.4889073164386,"W/m2","ZJ year-1"
"abrupt-4xCO2",2037,"hfds",22.4329620261789,"W/m2","ZJ year-1"
"abrupt-4xCO2",2038,"hfds",22.3774351065082,"W/m2","ZJ year-1"
"abrupt-4xCO2",2039,"hfds",22.3223213190196,"W/m2","ZJ year-1"
"abrupt-4xCO2",2040,"hfds",22.2676155164419,"W/m2","ZJ year-1"
"abrupt-4xCO2",2041,"hfds",22.2133126405752,"W/m2","ZJ year-1"
"abrupt-4xCO2",2042,"hfds",22.1594077202869,"W/m2","ZJ year-1"
"abrupt-4xCO2",2043,"hfds",22.1058958695626,"W/m2","ZJ year-1"
"abrupt-4xCO2",2044,"hfds",22.0527722856063,"W/m2","ZJ year-1"
"abrupt-4xCO2",2045,"hfds",22.0000322469964,"W/m2","ZJ year-1"
"abrupt-4xCO2",2046,"hfds",21.9476711118865,"W/m2","ZJ year-1"
"abrupt-4xCO2",2047,"hfds",21.8956843162604,"W/m2","ZJ year-1"
"abrupt-4xCO2",2048,"hfds",21.8440673722303,"W/m2","ZJ year-1"
"abrupt-4xCO2",2049,"hfds",21.7928158663791,"W/m2","ZJ year-1"
"abrupt-4xCO2",2050,"hfds",21.7419254581459,"W/m2","ZJ year-1"
"abrupt-4xCO2",2051,"hfds",21.69139187826,"W/m2","ZJ year-1"
"abrupt-4xCO2",2052,"hfds",21.6412109272106,"W/m2","ZJ year-1"
"abrupt-4xCO2",2053,"hfds",21.5913784737559,"W/m2","ZJ year-1"
"abrupt-4xCO2",2054,"hfds",21.5418904534739,"W/m2","ZJ year-1"
"abrupt-4xCO2",2055,"hfds",21.4927428673479,"W/m2","ZJ year-1"
"abrupt-4xCO2",2056,"hfds",21.4439317803951,"W/m2","ZJ year-1"
"abrupt-4xCO2",2057,"hfds",21.3954533203178,"W/m2","ZJ year-1"
"abrupt-4xCO2",2058,"hfds",21.3473036761998,"W/m2","ZJ year-1"
"abrupt-4xCO2",2059,"hfds",21.299479097234,"W/m2","ZJ year-1"
"abrupt-4xCO2",2060,"hfds",21.2519758914774,"W/m2","ZJ year-1"
"abrupt-4xCO2",2061,"hfds",21.2047904246419,"W/m2","ZJ year-1"
"abrupt-4xCO2",2062,"hfds",21.1579191189153,"W/m2","ZJ year-1"
"abrupt-4xCO2",2063,"hfds",21.1113584518075,"W/m2","ZJ year-1"
"abrupt-4xCO2",2064,"hfds",21.065104955032,"W/m2","ZJ year-1"
"abrupt-4xCO2",2065,"hfds",21.0191552134077,"W/m2","ZJ year-1"
"abrupt-4xCO2",2066,"hfds",20.9735058637899,"W/m2","ZJ year-1"
"abrupt-4xCO2",2067,"hfds",20.9281535940375,"W/m2","ZJ year-1"
"abrupt-4xCO2",2068,"hfds",20.8830951419897,"W/m2","ZJ year-1"
"abrupt-4xCO2",2069,"hfds",20.8383272944737,"W/m2","ZJ year-1"
"abrupt-4xCO2",2070,"hfds",20.7938468863436,"W/m2","ZJ year-1"
"abrupt-4xCO2",2071,"hfds",20.7496507995325,"W/m2","ZJ year-1"
"abrupt-4xCO2",2072,"hfds",20.7057359621352,"W/m2","ZJ year-1"
"abrupt-4xCO2",2073,"hfds",20.6620993475027,"W/m2","ZJ year-1"
"abrupt-4xCO2",2074,"hfds",20.6187379733654,"W/m2","ZJ year-1"
"abrupt-4xCO2",2075,"hfds",20.5756489009863,"W/m2","ZJ year-1"
"abrupt-4xCO2",2076,"hfds",20.5328292343132,"W/m2","ZJ year-1"
"abrupt-4xCO2",2077,"hfds",20.490276119162,"W/m2","ZJ year-1"
"abrupt-4xCO2",2078,"hfds",20.4479867424273,"W/m2","ZJ year-1"
"abrupt-4xCO2",2079,"hfds",20.4059583313001,"W/m2","ZJ year-1"
"abrupt-4xCO2",2080,"hfds",20.3641881525,"W/m2","ZJ year-1"
"abrupt-4xCO2",2081,"hfds",20.3226735115415,"W/m2","ZJ year-1"
"abrupt-4xCO2",2082,"hfds",20.281411752001,"W/m2","ZJ year-1"
"abrupt-4xCO2",2083,"hfds",20.2404002548127,"W/m2","ZJ year-1"
"abrupt-4xCO2",2084,"hfds",20.1996364375741,"W/m2","ZJ year-1"
"abrupt-4xCO2",2085,"hfds",20.1591177538628,"W/m2","ZJ year-1"
"abrupt-4xCO2",2086,"hfds",20.1188416925824,"W/m2","ZJ year-1"
"abrupt-4xCO2",2087,"hfds",20.0788057773132,"W/m2","ZJ year-1"
"abrupt-4xCO2",2088,"hfds",20.03900756568,"W/m2","ZJ year-1"
"abrupt-4xCO2",2089,"hfds",19.9994446487326,"W/m2","ZJ year-1"
"abrupt-4xCO2",2090,"hfds",19.9601146503426,"W/m2","ZJ year-1"
"abrupt-4xCO2",2091,"hfds",19.9210152266119,"W/m2","ZJ year-1"
"abrupt-4xCO2",2092,"hfds",19.8821440652977,"W/m2","ZJ year-1"
"abrupt-4xCO2",2093,"hfds",19.843498885247,"W/m2","ZJ year-1"
"abrupt-4xCO2",2094,"hfds",19.8050774358413,"W/m2","ZJ year-1"
"abrupt-4xCO2",2095,"hfds",19.7668774964602,"W/m2","ZJ year-1"
"abrupt-4xCO2",2096,"hfds",19.7288968759537,"W/m2","ZJ year-1"
"abrupt-4xCO2",2097,"hfds",19.6911334121196,"W/m2","ZJ year-1"
"abrupt-4xCO2",2098,"hfds",19.6535849712062,"W/m2","ZJ year-1"
"abrupt-4xCO2",2099,"hfds",19.6162494474134,"W/m2","ZJ year-1"
"abrupt-4xCO2",2100,"hfds",19.5791247624044,"W/m2","ZJ year-1"
"abrupt-4xCO2",2101,"hfds",19.5422088648452,"W/m2","ZJ year-1"
"abrupt-4xCO2",2102,"hfds",19.5054997299301,"W/m2","ZJ year-1"
"abrupt-4xCO2",2103,"hfds",19.4689953589288,"W/m2","ZJ year-1"
"abrupt-4xCO2",2104,"hfds",19.4326937787506,"W/m2","ZJ year-1"
"abrupt-4xCO2",2105,"hfds",19.3965930415062,"W/m2","ZJ year-1"
"abrupt-4xCO2",2106,"hfds",19.3606912240831,"W/m2","ZJ year-1"
"abrupt-4xCO2",2107,"hfds",19.3249864277243,"W/m2","ZJ year-1"
"abrupt-4xCO2",2108,"hfds",19.2894767776238,"W/m2","ZJ year-1"
"abrupt-4xCO2",2109,"hfds",19.2541604225333,"W/m2","ZJ year-1"
"abrupt-4xCO2",2110,"hfds",19.2190355343713,"W/m2","ZJ year-1"
"abrupt-4xCO2",2111,"hfds",19.1841003078343,"W/m2","ZJ year-1"
"abrupt-4xCO2",2112,"hfds",19.1493529600243,"W/m2","ZJ year-1"
"abrupt-4xCO2",2113,"hfds",19.1147917300873,"W/m2","ZJ year-1"
"abrupt-4xCO2",2114,"hfds",19.0804148788501,"W/m2","ZJ year-1"
"abrupt-4xCO2",2115,"hfds",19.0462206884644,"W/m2","ZJ year-1"
"abrupt-4xCO2",2116,"hfds",19.0122074620726,"W/m2","ZJ year-1"
"abrupt-4xCO2",2117,"hfds",18.9783735234628,"W/m2","ZJ year-1"
"abrupt-4xCO2",2118,"hfds",18.9447172167403,"W/m2","ZJ year-1"
"abrupt-4xCO2",2119,"hfds",18.9112369060028,"W/m2","ZJ year-1"
"abrupt-4xCO2",2120,"hfds",18.8779309750257,"W/m2","ZJ year-1"
"abrupt-4xCO2",2121,"hfds",18.84479782694,"W/m2","ZJ year-1"
"abrupt-4xCO2",2122,"hfds",18.8118358839471,"W/m2","ZJ year-1"
"abrupt-4xCO2",2123,"hfds",18.7790435870057,"W/m2","ZJ year-1"
"abrupt-4xCO2",2124,"hfds",18.7464193955448,"W/m2","ZJ year-1"
"abrupt-4xCO2",2125,"hfds",18.7139617871755,"W/m2","ZJ year-1"
"abrupt-4xCO2",2126,"hfds",18.6816692573985,"W/m2","ZJ year-1"
"abrupt-4xCO2",2127,"hfds",18.6495403193473,"W/m2","ZJ year-1"
"abrupt-4xCO2",2128,"hfds",18.6175735035128,"W/m2","ZJ year-1"
"abrupt-4xCO2",2129,"hfds",18.5857673574614,"W/m2","ZJ year-1"
"abrupt-4xCO2",2130,"hfds",18.5541204455985,"W/m2","ZJ year-1"
"abrupt-4xCO2",2131,"hfds",18.5226313489053,"W/m2","ZJ year-1"
"abrupt-4xCO2",2132,"hfds",18.4912986646775,"W/m2","ZJ year-1"
"abrupt-4xCO2",2133,"hfds",18.460121006293,"W/m2","ZJ year-1"
"abrupt-4xCO2",2134,"hfds",18.4290970029665,"W/m2","ZJ year-1"
"abrupt-4xCO2",2135,"hfds",18.3982252995218,"W/m2","ZJ year-1"
"abrupt-4xCO2",2136,"hfds",18.3675045561446,"W/m2","ZJ year-1"
"abrupt-4xCO2",2137,"hfds",18.3369334481675,"W/m2","ZJ year-1"
"abrupt-4xCO2",2138,"hfds",18.3065106658476,"W/m2","ZJ year-1"
"abrupt-4xCO2",2139,"hfds",18.2762349141433,"W/m2","ZJ year-1"
"abrupt-4xCO2",2140,"hfds",18.2461049124956,"W/m2","ZJ year-1"
"abrupt-4xCO2",2141,"hfds",18.216119394627,"W/m2","ZJ year-1"
"abrupt-4xCO2",2142,"hfds",18.1862771083349,"W/m2","ZJ year-1"
"abrupt-4xCO2",2143,"hfds",18.1565768152841,"W/m2","ZJ year-1"
"abrupt-4xCO2",2144,"hfds",18.1270172908071,"W/m2","ZJ year-1"
"abrupt-4xCO2",2145,"hfds",18.0975973237069,"W/m2","ZJ year-1"
"abrupt-4xCO2",2146,"hfds",18.0683157160818,"W/m2","ZJ year-1"
"abrupt-4xCO2",2147,"hfds",18.0391712831143,"W/m2","ZJ year-1"
"abrupt-4xCO2",2148,"hfds",18.0101628528996,"W/m2","ZJ year-1"
"abrupt-4xCO2",2149,"hfds",17.9812892662732,"W/m2","ZJ year-1"
"abrupt-4xCO2",2150,"hfds",17.9525493766049,"W/m2","ZJ year-1"
"abrupt-4xCO2",2151,"hfds",17.9239420496443,"W/m2","ZJ year-1"
"abrupt-4xCO2",2152,"hfds",17.895466163354,"W/m2","ZJ year-1"
"abrupt-4xCO2",2153,"hfds",17.8671206077295,"W/m2","ZJ year-1"
"abrupt-4xCO2",2154,"hfds",17.8389042846338,"W/m2","ZJ year-1"
"abrupt-4xCO2",2155,"hfds",17.8108161076395,"W/m2","ZJ year-1"
"abrupt-4xCO2",2156,"hfds",17.7828550018672,"W/m2","ZJ year-1"
"abrupt-4xCO2",2157,"hfds",17.7550199038304,"W/m2","ZJ year-1"
"abrupt-4xCO2",2158,"hfds",17.7273097612823,"W/m2","ZJ year-1"
"abrupt-4xCO2",2159,"hfds",17.6997235330511,"W/m2","ZJ year-1"
"abrupt-4xCO2",2160,"hfds",17.6722601889126,"W/m2","ZJ year-1"
"abrupt-4xCO2",2161,"hfds",17.6449187094316,"W/m2","ZJ year-1"
"abrupt-4xCO2",2162,"hfds",17.6176980858151,"W/m2","ZJ year-1"
"abrupt-4xCO2",2163,"hfds",17.5905973197823,"W/m2","ZJ year-1"
"abrupt-4xCO2",2164,"hfds",17.5636154234114,"W/m2","ZJ year-1"
"abrupt-4xCO2",2165,"hfds",17.5367514190136,"W/m2","ZJ year-1"
"abrupt-4xCO2",2166,"hfds",17.5100043390048,"W/m2","ZJ year-1"
"abrupt-4xCO2",2167,"hfds",17.4833732257618,"W/m2","ZJ year-1"
"abrupt-4xCO2",2168,"hfds",17.4568571314883,"W/m2","ZJ year-1"
"abrupt-4xCO2",2169,"hfds",17.4304551181035,"W/m2","ZJ year-1"
"abrupt-4xCO2",2170,"hfds",17.4041662571086,"W/m2","ZJ year-1"
"abrupt-4xCO2",2171,"hfds",17.3779896294607,"W/m2","ZJ year-1"
"abrupt-4xCO2",2172,"hfds",17.351924325461,"W/m2","ZJ year-1"
"abrupt-4xCO2",2173,"hfds",17.3259694446301,"W/m2","ZJ year-1"
"abrupt-4xCO2",2174,"hfds",17.3001240955821,"W/m2","ZJ year-1"
"abrupt-4xCO2",2175,"hfds",17.274387395928,"W/m2","ZJ year-1"
"abrupt-4xCO2",2176,"hfds",17.2487584721519,"W/m2","ZJ year-1"
"abrupt-4xCO2",2177,"hfds",17.2232364594916,"W/m2","ZJ year-1"
"abrupt-4xCO2",2178,"hfds",17.1978205018467,"W/m2","ZJ year-1"
"abrupt-4xCO2",2179,"hfds",17.1725097516629,"W/m2","ZJ year-1"
"abrupt-4xCO2",2180,"hfds",17.1473033698168,"W/m2","ZJ year-1"
"abrupt-4xCO2",2181,"hfds",17.1222005255194,"W/m2","ZJ year-1"
"abrupt-4xCO2",2182,"hfds",17.0972003962231,"W/m2","ZJ year-1"
"abrupt-4xCO2",2183,"hfds",17.0723021675087,"W/m2","ZJ year-1"
"abrupt-4xCO2",2184,"hfds",17.0475050329909,"W/m2","ZJ year-1"
"abrupt-4xCO2",2185,"hfds",17.0228081942068,"W/m2","ZJ year-1"
"abrupt-4xCO2",2186,"hfds",16.9982108605342,"W/m2","ZJ year-1"
"abrupt-4xCO2",2187,"hfds",16.973712249107,"W/m2","ZJ year-1"
"abrupt-4xCO2",2188,"hfds",16.949311584693,"W/m2","ZJ year-1"
"abrupt-4xCO2",2189,"hfds",16.9250080996194,"W/m2","ZJ year-1"
"abrupt-4xCO2",2190,"hfds",16.9008010336876,"W/m2","ZJ year-1"
"abrupt-4xCO2",2191,"hfds",16.8766896340797,"W/m2","ZJ year-1"
"abrupt-4xCO2",2192,"hfds",16.8526731552569,"W/m2","ZJ year-1"
"abrupt-4xCO2",2193,"hfds",16.8287508588863,"W/m2","ZJ year-1"
"abrupt-4xCO2",2194,"hfds",16.8049220137624,"W/m2","ZJ year-1"
"abrupt-4xCO2",2195,"hfds",16.7811858957127,"W/m2","ZJ year-1"
"abrupt-4xCO2",2196,"hfds",16.7575417875135,"W/m2","ZJ year-1"
"abrupt-4xCO2",2197,"hfds",16.7339889788112,"W/m2","ZJ year-1"
"abrupt-4xCO2",2198,"hfds",16.7105267660549,"W/m2","ZJ year-1"
"abrupt-4xCO2",2199,"hfds",16.6871544524,"W/m2","ZJ year-1"
"abrupt-4xCO2",2200,"hfds",16.6638713476287,"W/m2","ZJ year-1"
"abrupt-4xCO2",2201,"hfds",16.6406767681026,"W/m2","ZJ year-1"
"abrupt-4xCO2",2202,"hfds",16.6175700366522,"W/m2","ZJ year-1"
"abrupt-4xCO2",2203,"hfds",16.5945504825185,"W/m2","ZJ year-1"
"abrupt-4xCO2",2204,"hfds",16.5716174412921,"W/m2","ZJ year-1"
"abrupt-4xCO2",2205,"hfds",16.5487702548171,"W/m2","ZJ year-1"
"abrupt-4xCO2",2206,"hfds",16.5260082711363,"W/m2","ZJ year-1"
"abrupt-4xCO2",2207,"hfds",16.5033308444097,"W/m2","ZJ year-1"
"abrupt-4xCO2",2208,"hfds",16.4807373348564,"W/m2","ZJ year-1"
"abrupt-4xCO2",2209,"hfds",16.4582271086875,"W/m2","ZJ year-1"
"abrupt-4xCO2",2210,"hfds",16.4357995380319,"W/m2","ZJ year-1"
"abrupt-4xCO2",2211,"hfds",16.4134540008701,"W/m2","ZJ year-1"
"abrupt-4xCO2",2212,"hfds",16.3911898809709,"W/m2","ZJ year-1"
"abrupt-4xCO2",2213,"hfds",16.3690065678284,"W/m2","ZJ year-1"
"abrupt-4xCO2",2214,"hfds",16.3469034565995,"W/m2","ZJ year-1"
"abrupt-4xCO2",2215,"hfds",16.3248799480495,"W/m2","ZJ year-1"
"abrupt-4xCO2",2216,"hfds",16.3029354484797,"W/m2","ZJ year-1"
"abrupt-4xCO2",2217,"hfds",16.2810693696523,"W/m2","ZJ year-1"
"abrupt-4xCO2",2218,"hfds",16.2592811287621,"W/m2","ZJ year-1"
"abrupt-4xCO2",2219,"hfds",16.2375701483643,"W/m2","ZJ year-1"
"abrupt-4xCO2",2220,"hfds",16.2159358563083,"W/m2","ZJ year-1"
"abrupt-4xCO2",2221,"hfds",16.1943776856923,"W/m2","ZJ year-1"
"abrupt-4xCO2",2222,"hfds",16.1728950747945,"W/m2","ZJ year-1"
"abrupt-4xCO2",2223,"hfds",16.1514874670327,"W/m2","ZJ year-1"
"abrupt-4xCO2",2224,"hfds",16.1301543108977,"W/m2","ZJ year-1"
"abrupt-4xCO2",2225,"hfds",16.1088950599004,"W/m2","ZJ year-1"
"abrupt-4xCO2",2226,"hfds",16.0877091725279,"W/m2","ZJ year-1"
"abrupt-4xCO2",2227,"hfds",16.0665961121717,"W/m2","ZJ year-1"
"abrupt-4xCO2",2228,"hfds",16.0455553470963,"W/m2","ZJ year-1"
"abrupt-4xCO2",2229,"hfds",16.0245863503788,"W/m2","ZJ year-1"
"abrupt-4xCO2",2230,"hfds",16.0036885998547,"W/m2","ZJ year-1"
"abrupt-4xCO2",2231,"hfds",15.9828615780714,"W/m2","ZJ year-1"
"abrupt-4xCO2",2232,"hfds",15.9621047722349,"W/m2","ZJ year-1"
"abrupt-4xCO2",2233,"hfds",15.9414176741682,"W/m2","ZJ year-1"
"abrupt-4xCO2",2234,"hfds",15.92079978027,"W/m2","ZJ year-1"
"abrupt-4xCO2",2235,"hfds",15.9002505914451,"W/m2","ZJ year-1"
"abrupt-4xCO2",2236,"hfds",15.8797696130697,"W/m2","ZJ year-1"
"abrupt-4xCO2",2237,"hfds",15.8593563549498,"W/m2","ZJ year-1"
"abrupt-4xCO2",2238,"hfds",15.8390103312647,"W/m2","ZJ year-1"
"abrupt-4xCO2",2239,"hfds",15.8187310605363,"W/m2","ZJ year-1"
"abrupt-4xCO2",2240,"hfds",15.798518065575,"W/m2","ZJ year-1"
"abrupt-4xCO2",2241,"hfds",15.7783708734293,"W/m2","ZJ year-1"
"abrupt-4xCO2",2242,"hfds",15.7582890153529,"W/m2","ZJ year-1"
"abrupt-4xCO2",2243,"hfds",15.7382720267666,"W/m2","ZJ year-1"
"abrupt-4xCO2",2244,"hfds",15.7183194472047,"W/m2","ZJ year-1"
"abrupt-4xCO2",2245,"hfds",15.6984308202748,"W/m2","ZJ year-1"
"abrupt-4xCO2",2246,"hfds",15.6786056936188,"W/m2","ZJ year-1"
"abrupt-4xCO2",2247,"hfds",15.6588436188777,"W/m2","ZJ year-1"
"abrupt-4xCO2",2248,"hfds",15.6391441516404,"W/m2","ZJ year-1"
"abrupt-4xCO2",2249,"hfds",15.6195068514127,"W/m2","ZJ year-1"
"abrupt-4xCO2",2250,"hfds",15.5999312815758,"W/m2","ZJ year-1"
"historical",1745,"hfds",0,"W/m2","ZJ year-1"
"historical",1746,"hfds",0,"W/m2","ZJ year-1"
"historical",1747,"hfds",0,"W/m2","ZJ year-1"
"historical",1748,"hfds",0,"W/m2","ZJ year-1"
"historical",1749,"hfds",0,"W/m2","ZJ year-1"
"historical",1750,"hfds",0,"W/m2","ZJ year-1"
"historical",1751,"hfds",0.0596395458651331,"W/m2","ZJ year-1"
"historical",1752,"hfds",0.160925066742451,"W/m2","ZJ year-1"
"historical",1753,"hfds",0.19496472252833,"W/m2","ZJ year-1"
"historical",1754,"hfds",0.147364188088266,"W/m2","ZJ year-1"
"historical",1755,"hfds",-0.0145990970626967,"W/m2","ZJ year-1"
"historical",1756,"hfds",-1.6895021496932,"W/m2","ZJ year-1"
"historical",1757,"hfds",-2.28803027991462,"W/m2","ZJ year-1"
"historical",1758,"hfds",-0.718235032748153,"W/m2","ZJ year-1"
"historical",1759,"hfds",0.12248733103449,"W/m2","ZJ year-1"
"historical",1760,"hfds",0.353776683591329,"W/m2","ZJ year-1"
"historical",1761,"hfds",0.418697838595803,"W/m2","ZJ year-1"
"historical",1762,"hfds",-5.89294441128566,"W/m2","ZJ year-1"
"historical",1763,"hfds",-9.96133228795763,"W/m2","ZJ year-1"
"historical",1764,"hfds",-4.60805673496129,"W/m2","ZJ year-1"
"historical",1765,"hfds",-0.443419289718233,"W/m2","ZJ year-1"
"historical",1766,"hfds",-1.42199164690291,"W/m2","ZJ year-1"
"historical",1767,"hfds",-3.74539975557782,"W/m2","ZJ year-1"
"historical",1768,"hfds",-2.26774590964043,"W/m2","ZJ year-1"
"historical",1769,"hfds",0.300594154384081,"W/m2","ZJ year-1"
"historical",1770,"hfds",0.333198911997967,"W/m2","ZJ year-1"
"historical",1771,"hfds",-0.00310784571136687,"W/m2","ZJ year-1"
"historical",1772,"hfds",0.804619242654558,"W/m2","ZJ year-1"
"historical",1773,"hfds",1.31467642949163,"W/m2","ZJ year-1"
"historical",1774,"hfds",1.30434679357037,"W/m2","ZJ year-1"
"historical",1775,"hfds",1.21551994447364,"W/m2","ZJ year-1"
"historical",1776,"hfds",1.19935038815424,"W/m2","ZJ year-1"
"historical",1777,"hfds",1.10528030888195,"W/m2","ZJ year-1"
"historical",1778,"hfds",0.974613315268228,"W/m2","ZJ year-1"
"historical",1779,"hfds",0.913585938730725,"W/m2","ZJ year-1"
"historical",1780,"hfds",0.833557178600458,"W/m2","ZJ year-1"
"historical",1781,"hfds",0.769886442128536,"W/m2","ZJ year-1"
"historical",1782,"hfds",0.771270696794309,"W/m2","ZJ year-1"
"historical",1783,"hfds",-11.8379941772516,"W/m2","ZJ year-1"
"historical",1784,"hfds",-36.9532753581193,"W/m2","ZJ year-1"
"historical",1785,"hfds",-33.1170914985368,"W/m2","ZJ year-1"
"historical",1786,"hfds",-10.2603608533702,"W/m2","ZJ year-1"
"historical",1787,"hfds",-0.797059961404322,"W/m2","ZJ year-1"
"historical",1788,"hfds",3.08381376935032,"W/m2","ZJ year-1"
"historical",1789,"hfds",4.33806982424597,"W/m2","ZJ year-1"
"historical",1790,"hfds",4.40455161803594,"W/m2","ZJ year-1"
"historical",1791,"hfds",4.10596751250522,"W/m2","ZJ year-1"
"historical",1792,"hfds",3.76694015952322,"W/m2","ZJ year-1"
"historical",1793,"hfds",3.39124131890537,"W/m2","ZJ year-1"
"historical",1794,"hfds",2.95414806434044,"W/m2","ZJ year-1"
"historical",1795,"hfds",2.62987218606909,"W/m2","ZJ year-1"
"historical",1796,"hfds",1.55535720520248,"W/m2","ZJ year-1"
"historical",1797,"hfds",-0.204324250157943,"W/m2","ZJ year-1"
"historical",1798,"hfds",-0.285936902209214,"W/m2","ZJ year-1"
"historical",1799,"hfds",0.971722190950079,"W/m2","ZJ year-1"
"historical",1800,"hfds",1.68314839825405,"W/m2","ZJ year-1"
"historical",1801,"hfds",1.86618805092486,"W/m2","ZJ year-1"
"historical",1802,"hfds",1.86098018767206,"W/m2","ZJ year-1"
"historical",1803,"hfds",1.79613518783435,"W/m2","ZJ year-1"
"historical",1804,"hfds",1.76465546915028,"W/m2","ZJ year-1"
"historical",1805,"hfds",1.63904717647102,"W/m2","ZJ year-1"
"historical",1806,"hfds",1.51894072598376,"W/m2","ZJ year-1"
"historical",1807,"hfds",1.45188070304606,"W/m2","ZJ year-1"
"historical",1808,"hfds",1.29880626211258,"W/m2","ZJ year-1"
"historical",1809,"hfds",-23.7344815927122,"W/m2","ZJ year-1"
"historical",1810,"hfds",-40.0351946412535,"W/m2","ZJ year-1"
"historical",1811,"hfds",-19.3742966809825,"W/m2","ZJ year-1"
