"scenario","year","variable","value","units","name"
"1pctCO2",1745,"hfds",0,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1746,"hfds",0,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1747,"hfds",0,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1748,"hfds",0,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1749,"hfds",0,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1750,"hfds",0,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1751,"hfds",-4.66140295917982e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1752,"hfds",-0.000106508224423826,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1753,"hfds",-0.000122273548235408,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1754,"hfds",-0.000122845909065767,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1755,"hfds",-0.000118884467680696,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1756,"hfds",-0.0001140345471618,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1757,"hfds",-0.000109437699843541,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1758,"hfds",-0.000105379012606236,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1759,"hfds",-0.000101868404806363,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1760,"hfds",-9.883985016701e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1761,"hfds",-9.62164596871103e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1762,"hfds",-9.39294740665562e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1763,"hfds",-9.19220118785693e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1764,"hfds",-9.01482039003275e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1765,"hfds",-8.8571264988298e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1766,"hfds",-8.7161607225845e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1767,"hfds",-8.58952732118503e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1768,"hfds",-8.47527066627231e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1769,"hfds",-8.37178070523776e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1770,"hfds",-8.27772062736979e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1771,"hfds",-8.1919714031041e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1772,"hfds",-8.11358902909175e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1773,"hfds",-8.04177133218663e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1774,"hfds",-7.97583199608843e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1775,"hfds",-7.91518007624716e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1776,"hfds",-7.85930371316614e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1777,"hfds",-7.80775708410825e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1778,"hfds",-7.76014987109283e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1779,"hfds",-7.71613869710133e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1780,"hfds",-7.6754201161029e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1781,"hfds",-7.63772483688922e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1782,"hfds",-7.60281293346086e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1783,"hfds",-7.57046985072385e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1784,"hfds",-7.54050305443195e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1785,"hfds",-7.51273920600019e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1786,"hfds",-7.48702176860666e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1787,"hfds",-7.4632089692256e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1788,"hfds",-7.44117205452436e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1789,"hfds",-7.42079379326617e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1790,"hfds",-7.40196718390109e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1791,"hfds",-7.38459433582862e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1792,"hfds",-7.36858549702783e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1793,"hfds",-7.35385820531065e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1794,"hfds",-7.34033654640213e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1795,"hfds",-7.32795050227407e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1796,"hfds",-7.31663537646808e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1797,"hfds",-7.30633128723768e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1798,"hfds",-7.29698271894166e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1799,"hfds",-7.28853812274228e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1800,"hfds",-7.28094956166713e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1801,"hfds",-7.27417239381894e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1802,"hfds",-7.26816498851285e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1803,"hfds",-7.26288847234206e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1804,"hfds",-7.25830650023771e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1805,"hfds",-7.25438505022564e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1806,"hfds",-7.25109223779161e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1807,"hfds",-7.24839814776794e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1808,"hfds",-7.24627468250704e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1809,"hfds",-7.24469542415873e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1810,"hfds",-7.24363550902377e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1811,"hfds",-7.24307151363718e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1812,"hfds",-7.24298135088635e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1813,"hfds",-7.24334417454768e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1814,"hfds",-7.24414029286943e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1815,"hfds",-7.24535108914678e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1816,"hfds",-7.24695894808642e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1817,"hfds",-7.2489471889404e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1818,"hfds",-7.25130000432332e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1819,"hfds",-7.2540024029728e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1820,"hfds",-7.25704015756701e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1821,"hfds",-7.26039975657404e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1822,"hfds",-7.26406835928925e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1823,"hfds",-7.26803375469954e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1824,"hfds",-7.27228432322973e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1825,"hfds",-7.27680900128683e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1826,"hfds",-7.28159724865293e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1827,"hfds",-7.28663901712078e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1828,"hfds",-7.29192472270309e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1829,"hfds",-7.29744521916002e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1830,"hfds",-7.30319177287828e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1831,"hfds",-7.3091560405074e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1832,"hfds",-7.31533004734047e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1833,"hfds",-7.32170616648105e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1834,"hfds",-7.32827710107168e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1835,"hfds",-7.33503586674677e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1836,"hfds",-7.34197577443696e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1837,"hfds",-7.34909041561537e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1838,"hfds",-7.35637364787797e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1839,"hfds",-7.36381958124114e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1840,"hfds",-7.37142256511789e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1841,"hfds",-7.37917717685138e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1842,"hfds",-7.38707821047588e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1843,"hfds",-7.39512066598392e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1844,"hfds",-7.40329973905258e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1845,"hfds",-7.41161081214992e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1846,"hfds",-7.42004944567944e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1847,"hfds",-7.42861136932663e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1848,"hfds",-7.43729247448895e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1849,"hfds",-7.44608880637072e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1850,"hfds",-7.45499655758634e-05,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1851,"hfds",0.383469666153586,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1852,"hfds",1.13128177542613,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1853,"hfds",1.84207237008986,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1854,"hfds",2.51052379513407,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1855,"hfds",3.14073260363345,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1856,"hfds",3.73790925612512,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1857,"hfds",4.3067557504427,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1858,"hfds",4.85119971779239,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1859,"hfds",5.37445385983834,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1860,"hfds",5.87914053639455,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1861,"hfds",6.36741171612571,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1862,"hfds",6.84104823601272,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1863,"hfds",7.30153785464038,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1864,"hfds",7.75013554367885,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1865,"hfds",8.1879098796156,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1866,"hfds",8.61577883937146,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1867,"hfds",9.03453758887733,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1868,"hfds",9.44488022352093,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1869,"hfds",9.84741692212334,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1870,"hfds",10.2426876010664,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1871,"hfds",10.6311728777407,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1872,"hfds",11.013302948678,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1873,"hfds",11.3894648381163,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1874,"hfds",11.7600083625872,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1875,"hfds",12.1252510755931,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1876,"hfds",12.4854823957381,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1877,"hfds",12.8409670761502,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1878,"hfds",13.1919481386531,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1879,"hfds",13.5386493699729,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1880,"hfds",13.881277457212,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1881,"hfds",14.2200238243215,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1882,"hfds",14.5550662192608,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1883,"hfds",14.8865700920867,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1884,"hfds",15.2146897967761,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1885,"hfds",15.5395696436751,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1886,"hfds",15.8613448247476,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1887,"hfds",16.1801422300063,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1888,"hfds",16.4960811704415,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1889,"hfds",16.8092740202731,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1890,"hfds",17.1198267893148,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1891,"hfds",17.4278396345679,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1892,"hfds",17.7334073187814,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1893,"hfds",18.0366196225729,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1894,"hfds",18.3375617157486,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1895,"hfds",18.636314492665,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1896,"hfds",18.9329548758071,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1897,"hfds",19.2275560911873,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1898,"hfds",19.5201879186984,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1899,"hfds",19.8109169201405,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1900,"hfds",20.0998066473003,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1901,"hfds",20.3869178321627,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1902,"hfds",20.6723085610798,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1903,"hfds",20.9560344345046,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1904,"hfds",21.238148713706,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1905,"hfds",21.5187024557194,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1906,"hfds",21.7977446376426,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1907,"hfds",22.0753222712671,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1908,"hfds",22.3514805089193,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1909,"hfds",22.6262627413005,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1910,"hfds",22.8997106880227,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1911,"hfds",23.1718644814713,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1912,"hfds",23.4427627445565,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1913,"hfds",23.7124426628595,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1914,"hfds",23.9809400516327,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1915,"hfds",24.2482894180607,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1916,"hfds",24.5145240191586,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1917,"hfds",24.7796759156409,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1918,"hfds",25.0437760220668,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1919,"hfds",25.3068541535388,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1920,"hfds",25.5689390692053,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1921,"hfds",25.8300585127968,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1922,"hfds",26.0902392504032,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1923,"hfds",26.3495071056819,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1924,"hfds",26.6078869926721,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1925,"hfds",26.8654029463715,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1926,"hfds",27.1220781512221,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1927,"hfds",27.3779349676379,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1928,"hfds",27.6329949566953,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1929,"hfds",27.8872789030994,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1930,"hfds",28.1408068365285,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1931,"hfds",28.3935980514501,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1932,"hfds",28.6456711254968,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1933,"hfds",28.8970439364814,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1934,"hfds",29.1477336781243,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1935,"hfds",29.3977568745613,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1936,"hfds",29.6471293936946,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1937,"hfds",29.8958664594442,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1938,"hfds",30.1439826629533,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1939,"hfds",30.3914919727954,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1940,"hfds",30.6384077442309,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1941,"hfds",30.8847427275519,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1942,"hfds",31.1305090755561,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1943,"hfds",31.3757183501842,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1944,"hfds",31.6203815283537,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1945,"hfds",31.8645090070199,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1946,"hfds",32.108110607491,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1947,"hfds",32.351195579024,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1948,"hfds",32.5937726017242,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1949,"hfds",32.8358497887703,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1950,"hfds",33.0774346879853,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1951,"hfds",33.3185342827708,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1952,"hfds",33.5591549924227,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1953,"hfds",33.7993026718414,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1954,"hfds",34.0389826106528,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1955,"hfds",34.2781995317512,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1956,"hfds",34.5169575892763,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1957,"hfds",34.7552603660333,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1958,"hfds",34.9931108703677,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1959,"hfds",35.2305115325002,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1960,"hfds",35.4674642003319,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1961,"hfds",35.703970134723,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1962,"hfds",35.940030004254,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1963,"hfds",36.1756438794706,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1964,"hfds",36.4108112266182,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1965,"hfds",36.6455309008713,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1966,"hfds",36.8798011390543,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1967,"hfds",37.1136195518613,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1968,"hfds",37.3469831155742,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1969,"hfds",37.5798881632782,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1970,"hfds",37.8123303755769,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1971,"hfds",38.0443047708042,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1972,"hfds",38.2758056947347,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1973,"hfds",38.5068268097879,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1974,"hfds",38.7373610837251,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1975,"hfds",38.9674007778383,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1976,"hfds",39.196937434624,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1977,"hfds",39.4259618649424,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1978,"hfds",39.6544641346523,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1979,"hfds",39.8824335507261,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1980,"hfds",40.1098586468292,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1981,"hfds",40.3367271683655,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1982,"hfds",40.5630260569822,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1983,"hfds",40.7887414345243,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1984,"hfds",41.0138585864353,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1985,"hfds",41.238361944596,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1986,"hfds",41.462235069593,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1987,"hfds",41.6854606324103,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1988,"hfds",41.9080203955335,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1989,"hfds",42.129895193462,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1990,"hfds",42.3510649126128,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1991,"hfds",42.5715084706153,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
"1pctCO2",1992,"hfds",42.79120379498,"ZJ year-1","thermal mld = 60, ocean carbon mld = 60"
